left_hip_pitch_joint,right_hip_pitch_joint,left_hip_roll_joint,right_hip_roll_joint,left_hip_yaw_joint,right_hip_yaw_joint,left_knee_joint,right_knee_joint,left_ankle_pitch_joint,right_ankle_pitch_joint,left_ankle_roll_joint,right_ankle_roll_joint,rf_x,rf_y,rf_z,lf_x,lf_y,lf_z,rk_x,rk_y,rk_z,lk_x,lk_y,lk_z
-5.953693400277120240e-01,1.421519329442039181e-01,-1.297194457234341902e-01,-1.591602986310407253e-02,4.543397535386456410e-01,-8.632316183585744818e-02,8.301158477188431695e-01,-1.582451059998832010e-01,-3.490659988007420167e-01,6.451373185727184156e-02,-8.703821904345057647e-03,-1.924197278445294659e-02,-6.049014748177262516e-17,-1.100000000000000006e-01,-7.500000000000000000e-01,6.049014748177262516e-17,1.100000000000000006e-01,-6.100000000000000977e-01,3.226878760031959281e-02,-1.275516512378074285e-01,-4.177668244562802724e-01,6.773121239968041274e-02,9.244834876219255870e-02,-3.222331755437197187e-01
-6.433256773732739520e-01,9.447163462308569293e-02,-1.426945809658447806e-01,-1.705646484154004633e-02,4.797609735116997176e-01,-5.475217720651166797e-02,8.476869101482797930e-01,-1.444180509879905983e-01,-3.459210837708766029e-01,8.251230611392636194e-02,-5.985677071238547191e-03,-1.815963020595996735e-02,-1.564344650402316877e-02,-1.100000000000000006e-01,-7.491381838416596439e-01,1.564344650402316877e-02,1.100000000000000006e-01,-6.108618161583404538e-01,2.352023509163313902e-02,-1.258355877326111649e-01,-4.148672583108404810e-01,7.647976490836685959e-02,9.416441226738882231e-02,-3.251327416891595101e-01
-6.773332858454161887e-01,4.934908311154045935e-02,-1.498575406396811804e-01,-1.673834903915330866e-02,4.945905135244951234e-01,-2.485129274913383535e-02,8.412338040720603871e-01,-1.329767390242877767e-01,-3.118859117682075688e-01,1.008067836223735664e-01,-3.185372749501552518e-03,-1.664499566594017377e-02,-3.090169943749484019e-02,-1.100000000000000006e-01,-7.465739561406607994e-01,3.090169943749484019e-02,1.100000000000000006e-01,-6.134260438593392983e-01,1.542370227629193818e-02,-1.237295995021354400e-01,-4.108629113598945004e-01,8.457629772370803267e-02,9.627040049786456111e-02,-3.291370886401054352e-01
-6.991592328519465882e-01,7.673188385068724360e-03,-1.516888329904853006e-01,-1.515302578485590128e-02,5.007475828906751136e-01,2.725583435155475194e-03,8.177541401319972092e-01,-1.240306783858064754e-01,-2.714130818281367818e-01,1.190744289966147312e-01,-7.917428048742213183e-04,-1.474786567659235222e-02,-4.539904997395475400e-02,-1.100000000000000006e-01,-7.423704566931857984e-01,4.539904997395475400e-02,1.100000000000000006e-01,-6.176295433068142993e-01,8.178552663061597339e-03,-1.212855429659887990e-01,-4.058523839150404156e-01,9.182144733693839433e-02,9.871445703401120209e-02,-3.341476160849595756e-01
-7.098632864869179881e-01,-2.963590179868032248e-02,-1.487310921673608288e-01,-1.254818146290644608e-02,4.994660274918542031e-01,2.728787781475124768e-02,7.809684223236670331e-01,-1.178014005988052421e-01,-2.278042664174830811e-01,1.370588412565316161e-01,1.026656369146151720e-03,-1.252216408640710078e-02,-5.877852522924738310e-02,-1.100000000000000006e-01,-7.366311896062462949e-01,5.877852522924738310e-02,1.100000000000000006e-01,-6.233688103937538028e-01,1.963185880692774887e-03,-1.185635989074497743e-01,-3.999590517909576426e-01,9.803681411930723066e-02,1.014364010925502269e-01,-3.400409482090423485e-01
-7.103901144865863992e-01,-6.161585822202381157e-02,-1.416878746226356012e-01,-9.217067175084128414e-03,4.917885642703429538e-01,4.810022722830212261e-02,7.340487569097743359e-01,-1.146525911131218711e-01,-1.832300851382932805e-01,1.545832616036533491e-01,2.367965080447129514e-03,-1.002054977263937968e-02,-7.071067811865483499e-02,-1.100000000000000006e-01,-7.294974746830583667e-01,7.071067811865483499e-02,1.100000000000000006e-01,-6.305025253169417310e-01,-3.069355113012879610e-03,-1.156307906228539878e-01,-3.933280283833890389e-01,1.030693551130128643e-01,1.043692093771460133e-01,-3.466719716166109522e-01
-7.018536152211377610e-01,-8.723604095433563910e-02,-1.314589164207803085e-01,-5.483080761084494457e-03,4.787833981384959081e-01,6.436012173376959300e-02,6.803817301685676222e-01,-1.151334353455742976e-01,-1.398613826580417108e-01,1.715712081079120432e-01,3.411449538235400685e-03,-7.290000459073281598e-03,-8.090169943749481174e-02,-1.100000000000000006e-01,-7.211449676604730907e-01,8.090169943749481174e-02,1.100000000000000006e-01,-6.388550323395270070e-01,-6.795152456744314728e-03,-1.125593335856008709e-01,-3.861225914957339134e-01,1.067951524567443272e-01,1.074406664143991302e-01,-3.538774085042660777e-01
-6.854951399744154683e-01,-1.053548694613058723e-01,-1.190053900479061955e-01,-1.678016517595795707e-03,4.615221586756775296e-01,7.516005639098449764e-02,6.233272708742090273e-01,-1.200377521513185664e-01,-9.974724695718600875e-02,1.880758526936278374e-01,4.366040839594529169e-03,-4.369022085685891725e-03,-8.910065241883685649e-02,-1.100000000000000006e-01,-7.117793349817682635e-01,8.910065241883685649e-02,1.100000000000000006e-01,-6.482206650182318342e-01,-9.122464654686433805e-03,-1.094248572615290765e-01,-3.785201628976403998e-01,1.091224646546864324e-01,1.105751427384709246e-01,-3.614798371023595358e-01
-6.625800878602539079e-01,-1.146620808150949494e-01,-1.052190971445144813e-01,1.890103040922490622e-03,4.410041489838750217e-01,7.943570573496931686e-02,5.658964679615169358e-01,-1.304791654639686771e-01,-6.461523056271081811e-02,2.043186048997174264e-01,5.419406970885471721e-03,-1.287435098138836002e-03,-9.510565162951541140e-02,-1.100000000000000006e-01,-7.016311896062462639e-01,9.510565162951541140e-02,1.100000000000000006e-01,-6.583688103937538338e-01,-9.993985556619532085e-03,-1.063045428604677267e-01,-3.707079396122074932e-01,1.099939855566195446e-01,1.136954571395322744e-01,-3.692920603877924424e-01
-6.342675291553241390e-01,-1.136141537208966573e-01,-9.083235139046834383e-02,4.987495030836736586e-03,4.180607698341252121e-01,7.590858215729683056e-02,5.104581687392747424e-01,-1.479745070381374705e-01,-3.567820158592337199e-02,2.207334564717600978e-01,6.698175941162815873e-03,1.929766589103305277e-03,-9.876883405951381034e-02,-1.100000000000000006e-01,-6.909504125528160845e-01,9.876883405951381034e-02,1.100000000000000006e-01,-6.690495874471840132e-01,-9.388255425525966757e-03,-1.032752228787007787e-01,-3.628782845040052218e-01,1.093882554255259792e-01,1.167247771212992224e-01,-3.771217154959947693e-01
-6.015091030975102671e-01,-1.003892154377639123e-01,-7.639017381996821010e-02,7.536003586177915554e-03,3.932898026092219168e-01,6.304935679354962963e-02,4.585879697260595855e-01,-1.745055716380496114e-01,-1.353823766722605897e-02,2.380022910156923965e-01,8.248665217435283831e-03,5.252174634723136108e-03,-1.000000000000000056e-01,-1.100000000000000006e-01,-6.799999999999999378e-01,1.000000000000000056e-01,1.100000000000000006e-01,-6.800000000000001599e-01,-7.320189347536323887e-03,-1.004114892279159149e-01,-3.552239896669329711e-01,1.073201893475363433e-01,1.195885107720840862e-01,-3.847760103330670201e-01
-5.650199172974630368e-01,-7.293045398958258874e-02,-6.227748628619048099e-02,9.739606996816566400e-03,3.670525667964050776e-01,3.912876259703153975e-02,4.111058022735862294e-01,-2.124776593391359547e-01,1.772078937307007464e-03,2.570391413965393279e-01,1.003981562873104694e-02,8.624325639697246956e-03,-9.876883405951375483e-02,-1.100000000000000006e-01,-6.690495874471837912e-01,9.876883405951375483e-02,1.100000000000000006e-01,-6.909504125528163065e-01,-3.840709973008518685e-03,-9.778385653478254003e-02,-3.479335292430275617e-01,1.038407099730085104e-01,1.222161434652174611e-01,-3.920664707569724294e-01
-5.253190287860454166e-01,-2.922878092779745973e-02,-4.877165008302346977e-02,1.225311428518251894e-02,3.395273341131277434e-01,2.497974193336654006e-03,3.682489008908342298e-01,-2.643954788338016559e-01,1.064761765343798412e-02,2.788295816935766336e-01,1.198181587144528035e-02,1.193481551187437588e-02,-9.510565162951530038e-02,-1.100000000000000006e-01,-6.583688103937536118e-01,9.510565162951530038e-02,1.100000000000000006e-01,-7.016311896062464859e-01,9.645063681265955702e-04,-9.545702583681857367e-02,-3.411864185635765656e-01,9.903549363187341692e-02,1.245429741631814274e-01,-3.988135814364233700e-01
-4.828051591284734378e-01,3.191699582457466211e-02,-3.609134982022588894e-02,1.631742097927817853e-02,3.107876914953954239e-01,-4.768801171439085440e-02,3.298837045299223281e-01,-3.319682847512092083e-01,1.374068819078487318e-02,3.039753575647544670e-01,1.395079121639661822e-02,1.498012027513438357e-02,-8.910065241883668996e-02,-1.100000000000000006e-01,-6.482206650182316121e-01,8.910065241883668996e-02,1.100000000000000006e-01,-7.117793349817684856e-01,6.977139301951540418e-03,-9.348829142811619641e-02,-3.351487938858845883e-01,9.302286069804845126e-02,1.265117085718837908e-01,-4.048512061141154028e-01
-4.378336598935969048e-01,1.095522403410317952e-01,-2.442778464480697617e-02,2.363195766968288758e-02,2.808774127907529561e-01,-1.102372783054975242e-01,2.956860640216290026e-01,-4.144794111096802292e-01,1.181813277407200817e-02,3.318676187596107940e-01,1.581207081670505180e-02,1.744878856003457754e-02,-8.090169943749458970e-02,-1.100000000000000006e-01,-6.388550323395267849e-01,8.090169943749458970e-02,1.100000000000000006e-01,-7.211449676604733128e-01,1.404913785085092764e-02,-9.192613008367257754e-02,-3.299693215672439006e-01,8.595086214914908485e-02,1.280738699163274097e-01,-4.100306784327560905e-01
-3.907770986531016733e-01,1.980260120085579889e-01,-1.395745259037265047e-02,3.546144753777927261e-02,2.498681818960181711e-01,-1.798060562167369814e-01,2.652653009987172017e-01,-5.040411986082643514e-01,5.665123502613173510e-03,3.478089728115839052e-01,1.743836329118129969e-02,1.886183327923159417e-02,-7.071067811865458519e-02,-1.100000000000000006e-01,-6.305025253169416199e-01,7.071067811865458519e-02,1.100000000000000006e-01,-7.294974746830584778e-01,2.200636593993325271e-02,-9.080900740030417584e-02,-3.257755374058225462e-01,7.799363406006676325e-02,1.291909925996958253e-01,-4.142244625941774450e-01
-3.420655581767043096e-01,2.895443046004826382e-01,-4.841596824616781203e-03,5.160187264023942399e-02,2.178979182516651847e-01,-2.492728734053705208e-01,2.382376078105574446e-01,-5.905773675887979746e-01,-3.968751817805749732e-03,3.489874358007239441e-01,1.872202140058424821e-02,1.860051970969217594e-02,-5.877852522924711942e-02,-1.100000000000000006e-01,-6.233688103937535807e-01,5.877852522924711942e-02,1.100000000000000006e-01,-7.366311896062465170e-01,3.065289020511936108e-02,-9.016443064599315160e-02,-3.226707062860463826e-01,6.934710979488065141e-02,1.298355693540068356e-01,-4.173292937139536085e-01
-2.922088815129862405e-01,3.793666227249834488e-01,2.782043068119715266e-03,7.120691345996339738e-02,1.851921758805900320e-01,-3.145830796547740005e-01,2.142641032479473129e-01,-6.714023036868007610e-01,-1.639386155517306640e-02,3.490610897375452382e-01,1.958198324588381750e-02,1.703940665430503376e-02,-4.539904997395446257e-02,-1.100000000000000006e-01,-6.176295433068141882e-01,4.539904997395446257e-02,1.100000000000000006e-01,-7.423704566931859095e-01,3.977580452283156071e-02,-9.000827143965824118e-02,-3.207312794544279200e-01,6.022419547716845178e-02,1.299917285603417461e-01,-4.192687205455720156e-01
-2.418044428697857240e-01,4.622966703091827556e-01,8.810760645490696430e-03,9.227356492626355433e-02,1.520718893937495209e-01,-3.717175438095703388e-01,1.930679167301475596e-01,-7.407176961220552913e-01,-3.098756273255560273e-02,3.490656931085965309e-01,1.996643096950706867e-02,1.457753668247959052e-02,-3.090169943749450712e-02,-1.100000000000000006e-01,-6.134260438593392983e-01,3.090169943749450712e-02,1.100000000000000006e-01,-7.465739561406607994e-01,4.915047246535102221e-02,-9.034437493922210793e-02,-3.200050120361503936e-01,5.084952753464899028e-02,1.296556250607778793e-01,-4.199949879638495975e-01
-1.915338529941721657e-01,5.348385334533621860e-01,1.318858593751935995e-02,1.124415214076295716e-01,1.189504629203675529e-01,-4.184620240911391953e-01,1.744406738135752533e-01,-7.942577162624687714e-01,-4.719277263855028992e-02,3.490659808192872471e-01,1.985221780112821771e-02,1.166413896012097329e-02,-1.564344650402275591e-02,-1.100000000000000006e-01,-6.108618161583403428e-01,1.564344650402275591e-02,1.100000000000000006e-01,-7.491381838416597549e-01,5.854605859519383670e-02,-9.116446516106192777e-02,-3.205097871453950198e-01,4.145394140480616885e-02,1.288355348389380595e-01,-4.194902128546049713e-01
-1.421519329442031687e-01,5.953693400280625214e-01,1.591602986310408641e-02,1.297194457235953113e-01,8.632316183585715674e-02,-4.543397535389044339e-01,1.582451059998832565e-01,-8.301158477194996443e-01,-6.451373185727488080e-02,3.490659988012054238e-01,1.924197278445378967e-02,8.703821904366268111e-03,3.369016658928397813e-16,-1.100000000000000006e-01,-6.100000000000000977e-01,-3.369016658928397813e-16,1.100000000000000006e-01,-7.500000000000000000e-01,6.773121239968055152e-02,-9.244834876219258646e-02,-3.222331755437197187e-01,3.226878760031939852e-02,1.275516512378074008e-01,-4.177668244562802169e-01
-9.447163462308494353e-02,6.433256773732851652e-01,1.705646484154001857e-02,1.426945809658502484e-01,5.475217720651126552e-02,-4.797609735117076557e-01,1.444180509879904040e-01,-8.476869101483023305e-01,-8.251230611392669501e-02,3.459210837708924791e-01,1.815963020595990837e-02,5.985677071239758895e-03,1.564344650402342204e-02,-1.100000000000000006e-01,-6.108618161583404538e-01,-1.564344650402342204e-02,1.100000000000000006e-01,-7.491381838416596439e-01,7.647976490836699837e-02,-9.416441226738886394e-02,-3.251327416891595656e-01,2.352023509163301065e-02,1.258355877326111372e-01,-4.148672583108404255e-01
-4.934908311153971688e-02,6.773332858454165217e-01,1.673834903915331559e-02,1.498575406396812915e-01,2.485129274913332881e-02,-4.945905135244952344e-01,1.329767390242875547e-01,-8.412338040720602761e-01,-1.008067836223738439e-01,3.118859117682070692e-01,1.664499566594015642e-02,3.185372749501416342e-03,3.090169943749506223e-02,-1.100000000000000006e-01,-6.134260438593394094e-01,-3.090169943749506223e-02,1.100000000000000006e-01,-7.465739561406606883e-01,8.457629772370817145e-02,-9.627040049786458886e-02,-3.291370886401054907e-01,1.542370227629179941e-02,1.237295995021354122e-01,-4.108629113598944449e-01
-7.673188385067707812e-03,6.991592328519469213e-01,1.515302578485581454e-02,1.516888329904853283e-01,-2.725583435156156940e-03,-5.007475828906752247e-01,1.240306783858059342e-01,-8.177541401319967651e-01,-1.190744289966149533e-01,2.714130818281362267e-01,1.474786567659221344e-02,7.917428048741948637e-04,4.539904997395498298e-02,-1.100000000000000006e-01,-6.176295433068144103e-01,-4.539904997395498298e-02,1.100000000000000006e-01,-7.423704566931856874e-01,9.182144733693851923e-02,-9.871445703401124372e-02,-3.341476160849596311e-01,8.178552663061416927e-03,1.212855429659887574e-01,-4.058523839150403045e-01
2.963590179868103025e-02,7.098632864869179881e-01,1.254818146290644088e-02,1.487310921673606623e-01,-2.728787781475172994e-02,-4.994660274918540366e-01,1.178014005988049784e-01,-7.809684223236663669e-01,-1.370588412565317826e-01,2.278042664174821930e-01,1.252216408640713548e-02,-1.026656369146222627e-03,5.877852522924758433e-02,-1.100000000000000006e-01,-6.233688103937539138e-01,-5.877852522924758433e-02,1.100000000000000006e-01,-7.366311896062461839e-01,9.803681411930731393e-02,-1.014364010925502685e-01,-3.400409482090424595e-01,1.963185880692656926e-03,1.185635989074497326e-01,-3.999590517909574761e-01
6.161585822202452628e-02,7.103901144865861772e-01,9.217067175084088515e-03,1.416878746226353514e-01,-4.810022722830257363e-02,-4.917885642703426763e-01,1.146525911131217046e-01,-7.340487569097732257e-01,-1.545832616036535434e-01,1.832300851382928364e-01,1.002054977263934325e-02,-2.367965080447272195e-03,7.071067811865504316e-02,-1.100000000000000006e-01,-6.305025253169419530e-01,-7.071067811865504316e-02,1.100000000000000006e-01,-7.294974746830581447e-01,1.030693551130129615e-01,-1.043692093771460688e-01,-3.466719716166111187e-01,-3.069355113012990632e-03,1.156307906228539323e-01,-3.933280283833888724e-01
8.723604095433604155e-02,7.018536152211375390e-01,5.483080761084398180e-03,1.314589164207800864e-01,-6.436012173376982892e-02,-4.787833981384956861e-01,1.151334353455743253e-01,-6.803817301685667340e-01,-1.715712081079123486e-01,1.398613826580408226e-01,7.290000459073186188e-03,-3.411449538235425405e-03,8.090169943749499215e-02,-1.100000000000000006e-01,-6.388550323395271180e-01,-8.090169943749499215e-02,1.100000000000000006e-01,-7.211449676604729797e-01,1.067951524567443827e-01,-1.074406664143991857e-01,-3.538774085042661888e-01,-6.795152456744370240e-03,1.125593335856008154e-01,-3.861225914957338023e-01
1.053548694613061776e-01,6.854951399744149132e-01,1.678016517595699864e-03,1.190053900479058069e-01,-7.516005639098467805e-02,-4.615221586756769190e-01,1.200377521513185664e-01,-6.233272708742073620e-01,-1.880758526936279762e-01,9.974724695718492629e-02,4.369022085685802387e-03,-4.366040839594581210e-03,8.910065241883698139e-02,-1.100000000000000006e-01,-6.482206650182320562e-01,-8.910065241883698139e-02,1.100000000000000006e-01,-7.117793349817680415e-01,1.091224646546864741e-01,-1.105751427384709801e-01,-3.614798371023597023e-01,-9.122464654686468499e-03,1.094248572615290210e-01,-3.785201628976402333e-01
1.146620808150949633e-01,6.625800878602534638e-01,-1.890103040922567167e-03,1.052190971445142592e-01,-7.943570573496930298e-02,-4.410041489838746331e-01,1.304791654639689824e-01,-5.658964679615160476e-01,-2.043186048997176762e-01,6.461523056271030463e-02,1.287435098138715872e-03,-5.419406970885515089e-03,9.510565162951549467e-02,-1.100000000000000006e-01,-6.583688103937540559e-01,-9.510565162951549467e-02,1.100000000000000006e-01,-7.016311896062460418e-01,1.099939855566195446e-01,-1.136954571395323160e-01,-3.692920603877926089e-01,-9.993985556619532085e-03,1.063045428604676851e-01,-3.707079396122073267e-01
1.136141537208965185e-01,6.342675291553234729e-01,-4.987495030836829393e-03,9.083235139046799689e-02,-7.590858215729666403e-02,-4.180607698341247125e-01,1.479745070381378313e-01,-5.104581687392736322e-01,-2.207334564717602365e-01,3.567820158592304586e-02,-1.929766589103403505e-03,-6.698175941162876589e-03,9.876883405951385198e-02,-1.100000000000000006e-01,-6.690495874471841242e-01,-9.876883405951385198e-02,1.100000000000000006e-01,-6.909504125528159735e-01,1.093882554255259515e-01,-1.167247771212992780e-01,-3.771217154959948803e-01,-9.388255425525939002e-03,1.032752228787007232e-01,-3.628782845040050553e-01
1.003892154377636348e-01,6.015091030975094899e-01,-7.536003586177937238e-03,7.639017381996787703e-02,-6.304935679354936595e-02,-3.932898026092213617e-01,1.745055716380500832e-01,-4.585879697260585863e-01,-2.380022910156926741e-01,1.353823766722573804e-02,-5.252174634723183813e-03,-8.248665217435339342e-03,1.000000000000000056e-01,-1.100000000000000006e-01,-6.800000000000003819e-01,-1.000000000000000056e-01,1.100000000000000006e-01,-6.799999999999997158e-01,1.073201893475362878e-01,-1.195885107720841417e-01,-3.847760103330671866e-01,-7.320189347536289193e-03,1.004114892279158594e-01,-3.552239896669328045e-01
7.293045398958185321e-02,5.650199172974628148e-01,-9.739606996816555992e-03,6.227748628619044630e-02,-3.912876259703094300e-02,-3.670525667964049110e-01,2.124776593391369539e-01,-4.111058022735860629e-01,-2.570391413965397720e-01,-1.772078937307037388e-03,-8.624325639697274712e-03,-1.003981562873102439e-02,9.876883405951371320e-02,-1.100000000000000006e-01,-6.909504125528165286e-01,-9.876883405951371320e-02,1.100000000000000006e-01,-6.690495874471835691e-01,1.038407099730084548e-01,-1.222161434652174888e-01,-3.920664707569725405e-01,-3.840709973008435418e-03,9.778385653478251227e-02,-3.479335292430274507e-01
2.922878092779616216e-02,5.253190287860446395e-01,-1.225311428518259700e-02,4.877165008302328242e-02,-2.497974193335484802e-03,-3.395273341131271883e-01,2.643954788338029882e-01,-3.682489008908335082e-01,-2.788295816935770222e-01,-1.064761765343807780e-02,-1.193481551187447302e-02,-1.198181587144525086e-02,9.510565162951520324e-02,-1.100000000000000006e-01,-7.016311896062467079e-01,-9.510565162951520324e-02,1.100000000000000006e-01,-6.583688103937533898e-01,9.903549363187330590e-02,-1.245429741631814829e-01,-3.988135814364235365e-01,9.645063681267274092e-04,9.545702583681851816e-02,-3.411864185635763991e-01
-3.191699582457624418e-02,4.828051591284728827e-01,-1.631742097927832771e-02,3.609134982022569466e-02,4.768801171439197850e-02,-3.107876914953950909e-01,3.319682847512109292e-01,-3.298837045299219395e-01,-3.039753575647541339e-01,-1.374068819078476562e-02,-1.498012027513419796e-02,-1.395079121639667546e-02,8.910065241883656506e-02,-1.100000000000000006e-01,-7.117793349817685966e-01,-8.910065241883656506e-02,1.100000000000000006e-01,-6.482206650182315011e-01,9.302286069804834023e-02,-1.265117085718838463e-01,-4.048512061141155138e-01,6.977139301951741646e-03,9.348829142811615478e-02,-3.351487938858844218e-01
-1.095522403410333773e-01,4.378336598935960722e-01,-2.363195766968305064e-02,2.442778464480680964e-02,1.102372783054987315e-01,-2.808774127907524010e-01,4.144794111096820610e-01,-2.956860640216284475e-01,-3.318676187596114602e-01,-1.181813277407194052e-02,-1.744878856003457407e-02,-1.581207081670502751e-02,8.090169943749445092e-02,-1.100000000000000006e-01,-7.211449676604734238e-01,-8.090169943749445092e-02,1.100000000000000006e-01,-6.388550323395266739e-01,8.595086214914895995e-02,-1.280738699163274374e-01,-4.100306784327561460e-01,1.404913785085108724e-02,9.192613008367254979e-02,-3.299693215672437896e-01
